"","order","species","adult_body_mass_g","adult_head_body_len_mm","home_range_km2","litter_size"
"1670","Chiroptera","Hipposideros sumbae",NA,NA,NA,NA
"1671","Chiroptera","Hipposideros thomensis",NA,NA,NA,NA
"1672","Chiroptera","Hipposideros turpis",33.31,NA,NA,1
"1673","Chiroptera","Hipposideros vittatus",NA,NA,NA,NA
"1674","Chiroptera","Hipposideros wollastoni",6.93,NA,NA,NA
"1675","Artiodactyla","Hippotragus equinus",264173.96,1150,NA,0.98
"1676","Artiodactyla","Hippotragus leucophaeus",149999.99,NA,NA,NA
"1677","Artiodactyla","Hippotragus niger",236405.9,2035,NA,1
"1678","Chiroptera","Histiotus alienus",NA,NA,NA,NA
"1679","Chiroptera","Histiotus humboldti",NA,NA,NA,NA
"1680","Chiroptera","Histiotus laephotis",NA,NA,NA,NA
"1681","Chiroptera","Histiotus macrotus",11,NA,NA,0.98
"1682","Chiroptera","Histiotus magellanicus",NA,NA,NA,NA
"1683","Chiroptera","Histiotus montanus",NA,NA,NA,NA
"1684","Chiroptera","Histiotus velatus",11.32,NA,NA,NA
"1685","Carnivora","Histriophoca fasciata",90000,1533.92,NA,1
"1686","Rodentia","Hodomys alleni",367.59,223.16,NA,1.39
"1687","Rodentia","Holochilus brasiliensis",155,NA,NA,3.88
"1688","Rodentia","Holochilus chacarius",204,NA,NA,NA
"1689","Rodentia","Holochilus sciureus",120.42,NA,NA,3.12
"1690","Primates","Homo sapiens",58540.63,NA,NA,1
"1691","Rodentia","Hoplomys gymnurus",281.42,NA,NA,2.1
"1692","Carnivora","Hyaena brunnea",42977.93,1198.21,67.3,2.3
"1693","Carnivora","Hyaena hyaena",35070.51,1104.7,45.19,2.44
"1694","Rodentia","Hybomys badius",NA,NA,NA,NA
"1695","Rodentia","Hybomys basilii",NA,NA,NA,NA
"1696","Rodentia","Hybomys lunaris",NA,NA,NA,NA
"1697","Rodentia","Hybomys planifrons",49.6,NA,NA,NA
"1698","Rodentia","Hybomys trivirgatus",60.08,121.72,NA,2.72
"1699","Rodentia","Hybomys univittatus",54.46,NA,0.002104427,2.3
"1700","Carnivora","Hydrictis maculicollis",4180.53,594.08,NA,2
"1701","Rodentia","Hydrochoerus hydrochaeris",48144.91,1208.39,0.07,3.49
"1702","Rodentia","Hydrochoerus isthmius",21267.32,NA,NA,4.99
"1703","Sirenia","Hydrodamalis gigas",4e+06,7628.12,NA,1
"1704","Rodentia","Hydromys chrysogaster",626.17,275.52,NA,3.51
"1705","Rodentia","Hydromys habbema",NA,144.47,NA,NA
"1706","Rodentia","Hydromys hussoni",NA,151.75,NA,NA
"1707","Rodentia","Hydromys neobritannicus",NA,292.14,NA,NA
"1708","Rodentia","Hydromys shawmayeri",NA,131.61,NA,NA
"1709","Artiodactyla","Hydropotes inermis",12760.04,NA,NA,3
"1710","Carnivora","Hydrurga leptonyx",352675.48,3038.33,NA,0.96
"1711","Artiodactyla","Hyemoschus aquaticus",10850,750,0.2,1.22
"1712","Didelphimorphia","Hyladelphys kalinowskii",NA,NA,NA,NA
"1713","Primates","Hylobates agilis",5829.08,544,0.19,1.02
"1714","Primates","Hylobates albibarbis",NA,NA,NA,NA
"1715","Primates","Hylobates klossii",5822.29,512.79,0.14,1.01
"1716","Primates","Hylobates lar",5578.61,545,0.32,1.01
"1717","Carnivora","Herpestes vitticollis",2380,476.76,NA,2.73
"1718","Chiroptera","Hesperoptenus blanfordi",6.91,NA,NA,NA
"1719","Rodentia","Heteromys gaumeri",63.59,115.35,NA,2.95
"1720","Rodentia","Heteromys nelsoni",67.55,157.62,NA,NA
"1721","Rodentia","Heteromys oasicus",NA,NA,NA,NA
"1722","Rodentia","Heteromys oresterus",74.8,110.04,NA,3.41
"1723","Rodentia","Heteromys teleus",NA,NA,NA,NA
"1724","Rodentia","Lagostomus crassus",NA,NA,NA,NA
"1725","Chiroptera","Lampronycteris brachyotis",10.39,NA,NA,0.98
"1726","Rodentia","Lariscus hosei",180,182.5,NA,1.94
"1727","Rodentia","Lariscus insignis",174.41,177.16,0.008112981,NA
"1728","Rodentia","Lariscus niobe",NA,NA,NA,NA
"1729","Rodentia","Lariscus obscurus",241.19,187,NA,NA
"1730","Chiroptera","Lasionycteris noctivagans",11.02,NA,NA,1.77
"1731","Chiroptera","Lasiurus borealis",12.33,NA,NA,3.12
"1732","Chiroptera","Lasiurus castaneus",12.51,NA,NA,NA
"1733","Chiroptera","Lasiurus cinereus",27.06,75.35,NA,1.96
"1734","Chiroptera","Lasiurus degelidus",NA,NA,NA,NA
"1735","Chiroptera","Lasiurus ebenus",14,NA,NA,NA
"1736","Chiroptera","Lasiurus ega",12.2,NA,NA,2.14
"1737","Chiroptera","Lasiurus egregius",NA,NA,NA,NA
"1738","Chiroptera","Lasiurus insularis",NA,NA,NA,NA
"1739","Chiroptera","Lasiurus intermedius",22.96,NA,NA,2.97
"1740","Chiroptera","Lasiurus minor",NA,NA,NA,NA
"1741","Chiroptera","Lasiurus pfeifferi",NA,NA,NA,NA
"1742","Chiroptera","Lasiurus salinae",NA,NA,NA,NA
"1743","Chiroptera","Lasiurus seminolus",9.88,NA,NA,2.68
"1744","Chiroptera","Lasiurus varius",NA,NA,NA,NA
"1745","Chiroptera","Lasiurus xanthinus",NA,NA,NA,NA
"1746","Chiroptera","Latidens salimalii",NA,106.38,NA,NA
"1747","Chiroptera","Lavia frons",23.8,66.99,NA,0.99
"1748","Rodentia","Leggadina forresti",23.88,84.3,NA,NA
"1749","Rodentia","Leggadina lakedownensis",17.5,NA,NA,NA
"1750","Rodentia","Leimacomys buettneri",54.99,NA,NA,NA
"1751","Rodentia","Lemmiscus curtatus",28.27,102.68,NA,5.11
"1752","Rodentia","Margaretamys elegans",NA,NA,NA,NA
"1753","Rodentia","Margaretamys parvus",NA,NA,NA,NA
"1754","Didelphimorphia","Marmosa andersoni",47.4,NA,NA,NA
"1755","Didelphimorphia","Marmosa lepida",14,108,NA,4.99
"1756","Didelphimorphia","Marmosa mexicana",49.06,133.76,NA,11.6
"1757","Didelphimorphia","Marmosa murina",36.28,120.57,NA,8.4
"1758","Didelphimorphia","Marmosa quichua",NA,NA,NA,NA
"1759","Didelphimorphia","Marmosa robinsoni",60.57,150.12,0.00155313,9.5
"1760","Didelphimorphia","Marmosa rubra",62.99,NA,NA,NA
"1761","Didelphimorphia","Marmosa tyleriana",32.4,119.28,NA,3
"1762","Didelphimorphia","Marmosa xerophila",46.2,131,NA,NA
"1763","Didelphimorphia","Marmosops bishopi",NA,103.46,NA,NA
"1764","Didelphimorphia","Marmosops cracens",26.26,105,NA,NA
"1765","Didelphimorphia","Marmosops dorothea",37.5,152.15,NA,NA
"1766","Didelphimorphia","Marmosops fuscatus",45.15,130.85,NA,5.47
"1767","Didelphimorphia","Marmosops handleyi",30.7,113,NA,NA
"1768","Didelphimorphia","Marmosops impavidus",41.71,137.5,NA,NA
"1769","Didelphimorphia","Marmosops incanus",59.88,131.5,NA,NA
"1770","Didelphimorphia","Marmosops invictus",29.19,111.27,NA,NA
"1771","Didelphimorphia","Marmosops juninensis",NA,118.68,NA,NA
"1772","Didelphimorphia","Marmosops neblina",NA,123.24,NA,NA
"1773","Primates","Hylobates moloch",5860.81,675.6,0.12,1
"1774","Primates","Hylobates muelleri",5909.81,545,0.26,1.02
"1775","Primates","Hylobates pileatus",5542.37,542.49,0.23,1
"1776","Artiodactyla","Hylochoerus meinertzhageni",198130.47,2028.75,NA,4
"1777","Erinaceomorpha","Hylomys megalotis",NA,NA,NA,NA
"1778","Erinaceomorpha","Hylomys parvus",NA,NA,NA,NA
"1779","Erinaceomorpha","Hylomys suillus",57.61,132.49,0.001894621,2.29
"1780","Rodentia","Hylomyscus aeta",22.13,NA,NA,4.18
"1781","Rodentia","Hylomyscus alleni",19.94,NA,NA,3
"1782","Rodentia","Hylomyscus baeri",NA,NA,NA,NA
"1783","Rodentia","Hylomyscus carillus",NA,NA,NA,NA
"1784","Rodentia","Hylomyscus denniae",35.99,NA,NA,4.61
"1785","Rodentia","Hylomyscus grandis",NA,NA,NA,NA
"1786","Rodentia","Hylomyscus parvus",14.49,NA,NA,NA
"1787","Rodentia","Hylomyscus stella",18.99,NA,NA,3.11
"1788","Chiroptera","Hylonycteris underwoodi",7.5,59.84,NA,0.99
"1789","Rodentia","Hylopetes alboniger",255.38,NA,NA,2.23
"1790","Rodentia","Hylopetes bartelsi",NA,NA,NA,NA
"1791","Rodentia","Hylopetes lepidus",63.28,141.67,NA,2
"1792","Rodentia","Hylopetes nigripes",NA,219.99,NA,NA
"1793","Rodentia","Hylopetes phayrei",226.99,176.9,NA,NA
"1794","Rodentia","Hylopetes platyurus",56.98,131.27,NA,NA
"1795","Rodentia","Hylopetes sipora",NA,NA,NA,NA
"1796","Rodentia","Hylopetes spadiceus",118.1,181.38,NA,NA
"1797","Rodentia","Hylopetes winstoni",NA,NA,NA,NA
"1798","Rodentia","Hyomys dammermani",932.5,310.39,NA,1.07
"1799","Rodentia","Hyomys goliath",866.74,339.26,NA,1
"1800","Rodentia","Hyosciurus heinrichi",NA,NA,NA,NA
"1801","Rodentia","Hyosciurus ileile",NA,NA,NA,NA
"1802","Rodentia","Hyperacrius fertilis",22.25,NA,NA,2.5
"1803","Rodentia","Hyperacrius wynnei",52.6,NA,NA,2.5
"1804","Cetacea","Hyperoodon ampullatus",3393361.08,8778.42,NA,1
"1805","Cetacea","Hyperoodon planifrons",3000000.01,6699.99,NA,NA
"1806","Rodentia","Hypogeomys antimena",1175.93,306.34,0.02,1.26
"1807","Chiroptera","Hypsignathus monstrosus",336.97,226.48,NA,1.4
"1808","Diprotodontia","Hypsiprymnodon moschatus",534.25,NA,NA,2.04
"1809","Chiroptera","Hypsugo alaschanicus",NA,NA,NA,NA
"1810","Chiroptera","Hypsugo anchietae",NA,NA,NA,NA
"1811","Chiroptera","Hypsugo anthonyi",NA,NA,NA,NA
"1812","Chiroptera","Hypsugo arabicus",3.17,NA,NA,NA
"1813","Chiroptera","Hypsugo ariel",NA,NA,NA,NA
"1814","Chiroptera","Hypsugo bodenheimeri",2.73,NA,NA,NA
"1815","Chiroptera","Hypsugo cadornae",6.69,NA,NA,NA
"1816","Chiroptera","Hypsugo crassulus",6.09,NA,NA,NA
"1817","Chiroptera","Hypsugo eisentrauti",6.11,NA,NA,NA
"1818","Chiroptera","Hypsugo imbricatus",6.29,NA,NA,NA
"1819","Chiroptera","Hypsugo joffrei",NA,NA,NA,NA
"1820","Chiroptera","Hypsugo kitcheneri",NA,NA,NA,NA
"1821","Chiroptera","Hypsugo lophurus",NA,NA,NA,NA
"1822","Chiroptera","Hypsugo macrotis",NA,NA,NA,NA
"1823","Chiroptera","Hypsugo musciculus",NA,NA,NA,NA
"1824","Chiroptera","Hypsugo pulveratus",5.53,NA,NA,NA
"1825","Chiroptera","Hypsugo savii",6.3,NA,NA,2
"1826","Chiroptera","Hypsugo vordermanni",NA,NA,NA,NA
"1827","Rodentia","Hystrix africaeaustralis",14936.02,NA,1.31,1.51
"1828","Rodentia","Hystrix brachyura",8000,528.81,NA,1.41
"1829","Rodentia","Hystrix crassispinis",4584.6,542.49,NA,NA
"1830","Rodentia","Hystrix cristata",13406.27,NA,0.74,1.73
"1831","Rodentia","Hystrix indica",14298.6,747.76,1.05,1.73
"1832","Rodentia","Hystrix javanica",NA,NA,NA,NA
"1833","Rodentia","Hystrix pumila",3544.26,542.49,NA,NA
"1834","Rodentia","Hystrix sumatrae",NA,NA,NA,NA
"1835","Chiroptera","Ia io",49.3,NA,NA,NA
"1836","Carnivora","Ichneumia albicauda",3628.4,571.69,0.5,2.35
"1837","Rodentia","Ichthyomys hydrobates",66.39,NA,NA,NA
"1838","Rodentia","Ichthyomys pittieri",69.1,NA,NA,NA
"1839","Rodentia","Ichthyomys stolzmanni",84.7,NA,NA,NA
"1840","Rodentia","Ichthyomys tweedii",118.5,NA,NA,1.94
"1841","Carnivora","Ictonyx libyca",225.18,241.77,NA,2
"1842","Carnivora","Ictonyx striatus",811.02,334,NA,2.3
"1843","Chiroptera","Idionycteris phyllotis",12.13,59,NA,0.99
"1844","Rodentia","Idiurus macrotis",27.23,87.23,NA,0.97
"1845","Rodentia","Idiurus zenkeri",100,NA,NA,1
"1846","Cetacea","Indopacetus pacificus",2200000,NA,NA,NA
"1847","Primates","Indri indri",8565.48,734.99,0.12,1.01
"1848","Cetacea","Inia geoffrensis",121430.76,2113.09,NA,1
"1849","Rodentia","Iomys horsfieldii",155.5,184.94,NA,2.64
"1850","Rodentia","Iomys sipora",NA,NA,NA,NA
"1851","Rodentia","Irenomys tarsalis",43.15,114.65,NA,3.85
"1852","Rodentia","Isolobodon montanus",NA,NA,NA,NA
"1853","Rodentia","Isolobodon portoricensis",NA,NA,NA,NA
"1854","Peramelemorphia","Isoodon auratus",425,354.99,0.12,2.6
"1855","Peramelemorphia","Isoodon macrourus",1505.77,354.18,0.02,3.13
"1856","Peramelemorphia","Isoodon obesulus",824.76,NA,0.01,2.33
"1857","Rodentia","Isothrix bistriata",444.99,NA,NA,0.97
"1858","Rodentia","Isothrix negrensis",NA,NA,NA,NA
"1859","Rodentia","Isothrix pagurus",210,NA,NA,NA
"1860","Rodentia","Isothrix sinnamariensis",291.73,216.56,NA,NA
"1861","Chiroptera","Kerivoula eriophora",NA,NA,NA,NA
"1862","Chiroptera","Kerivoula flora",6.01,NA,NA,1
"1863","Chiroptera","Kerivoula hardwickii",4.55,NA,NA,1
"1864","Chiroptera","Kerivoula intermedia",NA,NA,NA,NA
"1865","Chiroptera","Kerivoula lanosa",6.66,NA,NA,0.98
"1866","Chiroptera","Kerivoula lenis",NA,NA,NA,NA
"1867","Chiroptera","Kerivoula minuta",2.03,NA,NA,NA
"1868","Chiroptera","Kerivoula muscina",5.29,NA,NA,NA
"1869","Chiroptera","Kerivoula myrella",NA,NA,NA,NA
"1870","Chiroptera","Kerivoula papillosa",10.21,NA,NA,0.98
"1871","Chiroptera","Kerivoula pellucida",4.14,NA,NA,NA
"1872","Chiroptera","Kerivoula phalaena",3.03,NA,NA,NA
"1873","Chiroptera","Kerivoula picta",4.5,NA,NA,1
"1874","Chiroptera","Kerivoula smithii",NA,NA,NA,0.98
"1875","Chiroptera","Kerivoula whiteheadi",3.29,NA,NA,NA
"1876","Rodentia","Kerodon acrobata",NA,NA,NA,NA
"1877","Rodentia","Kerodon rupestris",799.15,NA,NA,1.52
"1878","Artiodactyla","Kobus ellipsiprymnus",204393.48,NA,1.28,1
"1879","Artiodactyla","Kobus kob",80035.21,1700,99.57,1
"1880","Artiodactyla","Kobus leche",88645.04,NA,NA,1
"1881","Artiodactyla","Kobus megaceros",85805.93,NA,NA,NA
"1882","Artiodactyla","Kobus vardonii",71462.72,1340,NA,1
"1883","Cetacea","Kogia breviceps",431500,NA,NA,0.97
"1884","Cetacea","Kogia sima",183066.66,2158.04,NA,1
"1885","Rodentia","Komodomys rintjanus",NA,169.4,NA,NA
"1886","Rodentia","Kunsia fronto",167.99,NA,NA,NA
"1887","Rodentia","Kunsia tomentosus",115.6,NA,NA,NA
"1888","Chiroptera","Laephotis angolensis",NA,NA,NA,NA
"1889","Chiroptera","Laephotis botswanae",7.28,NA,NA,NA
"1890","Chiroptera","Laephotis namibensis",NA,NA,NA,NA
"1891","Chiroptera","Laephotis wintoni",6.1,NA,NA,NA
"1892","Cetacea","Lagenodelphis hosei",164000,NA,NA,1
"1893","Cetacea","Lagenorhynchus acutus",186517.55,2285.99,NA,1.22
"1894","Cetacea","Lagenorhynchus albirostris",186634.86,3048.99,NA,1
"1895","Cetacea","Lagenorhynchus australis",119999.99,NA,NA,NA
"1896","Cetacea","Lagenorhynchus cruciger",109999.99,NA,NA,NA
"1897","Cetacea","Lagenorhynchus obliquidens",109694.46,2206.62,NA,1
"1898","Cetacea","Lagenorhynchus obscurus",127499.99,NA,NA,NA
"1899","Rodentia","Lagidium peruanum",1220,342.37,NA,1
"1900","Rodentia","Lagidium viscacia",1539.99,NA,NA,1
"1901","Rodentia","Lagidium wolffsohni",2682,NA,NA,NA
"1902","Diprotodontia","Lagorchestes asomatus",1500,NA,NA,1
"1903","Diprotodontia","Lagorchestes conspicillatus",2821.01,NA,NA,1
"1904","Diprotodontia","Lagorchestes hirsutus",1407.14,NA,NA,1
"1905","Diprotodontia","Lagorchestes leporides",3000,NA,NA,1
"1906","Pholidota","Manis gigantea",32999.7,NA,NA,NA
"1907","Pholidota","Manis javanica",4861.71,590,NA,1
"1908","Pholidota","Manis pentadactyla",4675,378.96,NA,1
"1909","Pholidota","Manis temminckii",11943.74,488.71,10.22,1
"1910","Pholidota","Manis tetradactyla",2749.98,NA,NA,1.05
"1911","Pholidota","Manis tricuspis",1539.31,NA,NA,1
"1912","Rodentia","Margaretamys beccarii",NA,NA,NA,NA
"1913","Rodentia","Meriones meridianus",NA,NA,NA,5.64
"1914","Rodentia","Meriones persicus",107.52,NA,NA,5.83
"1915","Rodentia","Meriones rex",NA,NA,NA,NA
"1916","Rodentia","Meriones sacramenti",NA,NA,NA,5.99
"1917","Rodentia","Meriones shawi",90.6,NA,NA,5.84
"1918","Rodentia","Meriones tamariscinus",NA,NA,NA,4.04
"1919","Rodentia","Meriones tristrami",111.62,NA,NA,5.8
"1920","Rodentia","Meriones unguiculatus",57.75,112.5,NA,5.01
"1921","Rodentia","Meriones vinogradovi",117,154.53,NA,7.48
"1922","Rodentia","Meriones zarudnyi",NA,NA,NA,NA
"1923","Erinaceomorpha","Mesechinus dauuricus",NA,214.67,NA,NA
"1924","Erinaceomorpha","Mesechinus hughi",NA,200,NA,NA
"1925","Rodentia","Mesembriomys gouldii",716.49,300.99,NA,1.87
"1926","Rodentia","Mesembriomys macrurus",294.28,NA,NA,2
"1927","Chiroptera","Megaerops kusnotoi",NA,NA,NA,NA
"1928","Chiroptera","Megaerops niphanae",32.59,NA,NA,NA
"1929","Chiroptera","Megaerops wetmorei",18.7,NA,NA,NA
"1930","Chiroptera","Megaloglossus woermanni",16.71,40.59,NA,1
"1931","Chiroptera","Molossus pretiosus",98,NA,NA,0.98
"1932","Chiroptera","Molossus rufus",NA,NA,NA,NA
"1933","Chiroptera","Molossus sinaloae",21.09,NA,NA,1.03
"1934","Carnivora","Monachus monachus",294881.33,2589.02,NA,1
"1935","Carnivora","Monachus schauinslandi",222999.99,2232.83,NA,1
"1936","Carnivora","Monachus tropicalis",197758.36,2288.69,NA,1
"1937","Didelphimorphia","Monodelphis adusta",36.04,120.88,NA,NA
"1938","Didelphimorphia","Monodelphis americana",19.5,107,0.000536788,NA
"1939","Didelphimorphia","Monodelphis brevicaudata",78.84,135.12,NA,7.24
"1940","Didelphimorphia","Monodelphis dimidiata",44.56,99.6,NA,12
"1941","Didelphimorphia","Monodelphis domestica",93.45,148.1,NA,7.29
"1942","Didelphimorphia","Monodelphis emiliae",52.33,134.28,NA,NA
"1943","Didelphimorphia","Monodelphis glirina",NA,NA,NA,NA
"1944","Didelphimorphia","Monodelphis iheringi",112,90.99,NA,NA
"1945","Didelphimorphia","Monodelphis kunsi",11.3,70.38,NA,NA
"1946","Didelphimorphia","Monodelphis maraxina",NA,134,NA,NA
"1947","Didelphimorphia","Monodelphis osgoodi",112,95,NA,NA
"1948","Didelphimorphia","Monodelphis palliolata",NA,NA,NA,NA
"1949","Rodentia","Megalomys desmarestii",NA,NA,NA,NA
"1950","Rodentia","Megalomys luciae",NA,NA,NA,NA
"1951","Rodentia","Megaoryzomys curioi",NA,NA,NA,NA
"1952","Cetacea","Megaptera novaeangliae",30000000.01,12856.21,NA,1
"1953","Soricomorpha","Megasorex gigas",11.71,89.6,NA,NA
"1954","Rodentia","Melanomys caliginosus",41,NA,NA,1.45
"1955","Rodentia","Melanomys robustulus",53.5,NA,NA,NA
"1956","Rodentia","Melanomys zunigae",53.5,NA,NA,NA
"1957","Rodentia","Melasmothrix naso",NA,NA,NA,NA
"1958","Carnivora","Meles anakuma",NA,NA,NA,NA
"1959","Carnivora","Meles leucurus",NA,NA,NA,NA
"1960","Carnivora","Meles meles",11884.03,705.89,1.2,3.11
"1961","Carnivora","Mellivora capensis",8999.99,682.96,NA,2.35
"1962","Primates","Miopithecus talapoin",1248.86,354.99,0.8,1.01
"1963","Carnivora","Mirounga angustirostris",1112390.81,3713.91,NA,1
"1964","Carnivora","Mirounga leonina",1600000,3674.03,NA,1
"1965","Primates","Mirza coquereli",326.5,231.84,0.03,1.71
"1966","Soricomorpha","Mogera imaizumii",65.53,140,NA,3.25
"1967","Soricomorpha","Mogera insularis",NA,NA,NA,NA
"1968","Soricomorpha","Mogera tokudae",133.48,167.5,NA,3.26
"1969","Soricomorpha","Mogera uchidai",NA,NA,NA,NA
"1970","Soricomorpha","Mogera wogura",96.88,150,NA,3.78
"1971","Chiroptera","Molossops aequatorianus",NA,NA,NA,NA
"1972","Chiroptera","Molossops mattogrossensis",7.48,NA,NA,NA
"1973","Chiroptera","Molossops neglectus",NA,NA,NA,NA
"1974","Chiroptera","Molossops temminckii",5.86,NA,NA,0.98
"1975","Chiroptera","Molossus aztecus",14.86,NA,NA,NA
"1976","Chiroptera","Molossus barnesi",NA,NA,NA,NA
"1977","Chiroptera","Molossus coibensis",NA,NA,NA,NA
"1978","Chiroptera","Molossus currentium",17.79,NA,NA,0.99
"1979","Chiroptera","Molossus molossus",13.7,59.82,NA,0.99
"1980","Didelphimorphia","Monodelphis rubida",45.5,131,NA,NA
"1981","Didelphimorphia","Monodelphis scalops",763.19,139.1,NA,NA
"1982","Didelphimorphia","Monodelphis sorex",48,72.5,NA,NA
"1983","Didelphimorphia","Monodelphis theresa",112,86.42,NA,NA
"1984","Didelphimorphia","Monodelphis umbristriata",NA,NA,NA,NA
"1985","Didelphimorphia","Monodelphis unistriata",55.3,137.47,NA,NA
"1986","Cetacea","Monodon monoceros",938126.44,5092.53,NA,1
"1987","Chiroptera","Monophyllus plethodon",15.33,NA,NA,0.99
"1988","Chiroptera","Monophyllus redmani",8.79,NA,NA,0.99
"1989","Rodentia","Monticolomys koopmani",25,NA,NA,NA
"1990","Chiroptera","Mops brachypterus",16,NA,NA,0.99
"1991","Chiroptera","Mops condylurus",26.59,NA,NA,1
"1992","Chiroptera","Mops congicus",42.84,NA,NA,0.99
"1993","Chiroptera","Mops demonstrator",NA,NA,NA,1
"1994","Chiroptera","Mops leucostigma",26.79,NA,NA,NA
"1995","Chiroptera","Mops midas",45.5,NA,NA,1.22
"1996","Chiroptera","Mops mops",31.12,NA,NA,NA
"1997","Chiroptera","Mops nanulus",NA,NA,NA,1
"1998","Chiroptera","Mops niangarae",NA,NA,NA,NA
"1999","Chiroptera","Mops niveiventer",21.82,NA,NA,1
"2000","Chiroptera","Mops petersoni",NA,NA,NA,NA
"2001","Chiroptera","Mops sarasinorum",NA,NA,NA,NA
"2002","Chiroptera","Mops spurrelli",8.08,NA,NA,NA
"2003","Chiroptera","Mops thersites",21.99,NA,NA,1
"2004","Chiroptera","Mops trevori",NA,NA,NA,0.98
"2005","Chiroptera","Mormoops blainvillei",8.69,NA,NA,NA
"2006","Chiroptera","Mormoops magna",NA,NA,NA,NA
"2007","Chiroptera","Mormoops megalophylla",16.09,66.74,NA,0.99
"2008","Chiroptera","Mormopterus acetabulosus",NA,NA,NA,NA
"2009","Chiroptera","Mormopterus beccarii",14.3,NA,NA,NA
"2010","Chiroptera","Mormopterus doriae",NA,NA,NA,NA
"2011","Chiroptera","Mormopterus jugularis",11.56,NA,NA,NA
"2012","Chiroptera","Mormopterus kalinowskii",NA,NA,NA,NA
"2013","Chiroptera","Mormopterus loriae",7,NA,NA,NA
"2014","Chiroptera","Mormopterus minutus",NA,NA,NA,NA
"2015","Chiroptera","Mormopterus norfolkensis",8,NA,NA,1
"2016","Chiroptera","Mormopterus phrudus",NA,NA,NA,NA
"2017","Chiroptera","Mormopterus planiceps",9.24,NA,NA,0.99
"2018","Artiodactyla","Moschiola meminna",3130.95,540,NA,1.5
"2019","Artiodactyla","Moschus anhuiensis",NA,NA,NA,NA
"2020","Artiodactyla","Moschus berezovskii",12477.41,899.99,0.13,1.2
"2021","Artiodactyla","Moschus chrysogaster",13697.9,899.99,0.13,1.2
"2022","Artiodactyla","Moschus cupreus",NA,NA,NA,NA
"2023","Artiodactyla","Moschus fuscus",13697.9,899.99,0.13,NA
"2024","Artiodactyla","Moschus leucogaster",NA,NA,NA,NA
"2025","Artiodactyla","Moschus moschiferus",13315.57,899.99,0.13,1.74
"2026","Chiroptera","Mosia nigrescens",3.33,NA,NA,0.98
"2027","Carnivora","Mungos gambianus",1644.98,349.68,NA,NA
"2028","Carnivora","Mungos mungo",1260,362.42,1.66,2.68
"2029","Carnivora","Mungotictis decemlineata",657.03,311.18,1.19,0.99
"2030","Artiodactyla","Muntiacus atherodes",18939.1,994.99,NA,NA
"2031","Artiodactyla","Muntiacus crinifrons",18590.01,NA,NA,1
"2032","Didelphimorphia","Marmosops noctivagus",39.77,112.5,NA,NA
"2033","Didelphimorphia","Marmosops parvidens",15,99.13,NA,4.05
"2034","Didelphimorphia","Marmosops paulensis",38.89,125.98,NA,NA
"2035","Didelphimorphia","Marmosops pinheiroi",NA,102.31,NA,NA
"2036","Rodentia","Marmota baibacina",NA,NA,NA,5.99
"2037","Rodentia","Marmota bobak",NA,NA,NA,6.2
"2038","Rodentia","Marmota broweri",NA,NA,NA,NA
"2039","Rodentia","Marmota caligata",2253.71,NA,NA,4.67
"2040","Rodentia","Marmota camtschatica",NA,NA,NA,4.99
"2041","Rodentia","Marmota caudata",4350,NA,0.03,3.65
"2042","Rodentia","Marmota flaviventris",3709.73,411.8,0.01,4.66
"2043","Rodentia","Marmota himalayana",NA,NA,NA,NA
"2044","Rodentia","Marmota marmota",4059.15,NA,0.01,4
"2045","Rodentia","Marmota menzbieri",NA,450,NA,2.73
"2046","Rodentia","Marmota monax",3880.93,412.76,0.01,4.1
"2047","Rodentia","Marmota olympus",6299.99,NA,NA,4
"2048","Rodentia","Marmota sibirica",NA,NA,NA,4.5
"2049","Rodentia","Lemmus amurensis",NA,NA,NA,NA
"2050","Rodentia","Lemmus lemmus",67.62,NA,NA,5.1
"2051","Rodentia","Lemmus portenkoi",NA,NA,NA,NA
